clip_index,ID,Day,Group,time_point,clip_filename,source_video,start_frame,stop_frame,n_frames,start_time_s,stop_time_s,duration_s,fps,source_csv,x_split
6,SC29,3,SNr-DTA,t2,SC29_training_day7_clip006_t2_f4325-4405.mp4,SC29_training_day7.avi,4325,4405,81,144.1665,146.8332,2.6667,30.0,SC29_training_day7_clips.csv,3
7,SC29,3,SNr-DTA,t1,SC29_training_day7_clip007_t1_f5467-5490.mp4,SC29_training_day7.avi,5467,5490,24,182.2332,182.9998,0.7667,30.0,SC29_training_day7_clips.csv,3
8,SC29,3,SNr-DTA,t2,SC29_training_day7_clip008_t2_f5491-5561.mp4,SC29_training_day7.avi,5491,5561,71,183.0332,185.3665,2.3333,30.0,SC29_training_day7_clips.csv,3
9,SC29,3,SNr-DTA,t1,SC29_training_day7_clip009_t1_f6877-6910.mp4,SC29_training_day7.avi,6877,6910,34,229.2331,230.3331,1.1,30.0,SC29_training_day7_clips.csv,3
10,SC29,3,SNr-DTA,t2,SC29_training_day7_clip010_t2_f6911-6961.mp4,SC29_training_day7.avi,6911,6961,51,230.3664,232.0331,1.6667,30.0,SC29_training_day7_clips.csv,3
1,SC29,4,SNr-DTA,t1,SC29_training_day8_clip001_t1_f50-110.mp4,SC29_training_day8.avi,50,110,61,1.6667,3.6667,2.0,30.0,SC29_training_day8_clips.csv,4
2,SC29,4,SNr-DTA,t2,SC29_training_day8_clip002_t2_f111-171.mp4,SC29_training_day8.avi,111,171,61,3.7,5.7,2.0,30.0,SC29_training_day8_clips.csv,4
3,SC29,4,SNr-DTA,t1,SC29_training_day8_clip003_t1_f7009-7049.mp4,SC29_training_day8.avi,7009,7049,41,233.6331,234.9664,1.3333,30.0,SC29_training_day8_clips.csv,4
4,SC29,4,SNr-DTA,t2,SC29_training_day8_clip004_t2_f7050-7110.mp4,SC29_training_day8.avi,7050,7110,61,234.9998,236.9998,2.0,30.0,SC29_training_day8_clips.csv,4
5,SC29,4,SNr-DTA,t1,SC29_training_day8_clip005_t1_f8260-8300.mp4,SC29_training_day8.avi,8260,8300,41,275.3331,276.6664,1.3333,30.0,SC29_training_day8_clips.csv,4
6,SC29,4,SNr-DTA,t2,SC29_training_day8_clip006_t2_f8301-8340.mp4,SC29_training_day8.avi,8301,8340,40,276.6997,277.9997,1.3,30.0,SC29_training_day8_clips.csv,4
7,SC29,4,SNr-DTA,t1,SC29_training_day8_clip007_t1_f9827-9867.mp4,SC29_training_day8.avi,9827,9867,41,327.5663,328.8997,1.3333,30.0,SC29_training_day8_clips.csv,4
8,SC29,4,SNr-DTA,t2,SC29_training_day8_clip008_t2_f9868-9908.mp4,SC29_training_day8.avi,9868,9908,41,328.933,330.2663,1.3333,30.0,SC29_training_day8_clips.csv,4
9,SC29,4,SNr-DTA,t1,SC29_training_day8_clip009_t1_f10929-10964.mp4,SC29_training_day8.avi,10929,10964,36,364.2996,365.4663,1.1667,30.0,SC29_training_day8_clips.csv,4
10,SC29,4,SNr-DTA,t2,SC29_training_day8_clip010_t2_f10965-11015.mp4,SC29_training_day8.avi,10965,11015,51,365.4996,367.1663,1.6667,30.0,SC29_training_day8_clips.csv,4
1,SC29,5,SNr-DTA,t1,SC29_training_day9_clip001_t1_f43-93.mp4,SC29_training_day9.avi,43,93,51,1.4333,3.1,1.6667,30.0,SC29_training_day9_clips.csv,5
2,SC29,5,SNr-DTA,t1,SC29_training_day9_clip002_t1_f582-610.mp4,SC29_training_day9.avi,582,610,29,19.4,20.3333,0.9333,30.0,SC29_training_day9_clips.csv,5
3,SC29,5,SNr-DTA,t2,SC29_training_day9_clip003_t2_f611-661.mp4,SC29_training_day9.avi,611,661,51,20.3666,22.0333,1.6667,30.0,SC29_training_day9_clips.csv,5
4,SC29,5,SNr-DTA,t1,SC29_training_day9_clip004_t1_f1681-1733.mp4,SC29_training_day9.avi,1681,1733,53,56.0333,57.7666,1.7333,30.0,SC29_training_day9_clips.csv,5
5,SC29,5,SNr-DTA,t2,SC29_training_day9_clip005_t2_f1734-1831.mp4,SC29_training_day9.avi,1734,1831,98,57.7999,61.0333,3.2333,30.0,SC29_training_day9_clips.csv,5
6,SC29,5,SNr-DTA,t1,SC29_training_day9_clip006_t1_f2796-2827.mp4,SC29_training_day9.avi,2796,2827,32,93.1999,94.2332,1.0333,30.0,SC29_training_day9_clips.csv,5
7,SC29,5,SNr-DTA,t2,SC29_training_day9_clip007_t2_f2828-2878.mp4,SC29_training_day9.avi,2828,2878,51,94.2666,95.9332,1.6667,30.0,SC29_training_day9_clips.csv,5
8,SC29,5,SNr-DTA,t1,SC29_training_day9_clip008_t1_f3776-3814.mp4,SC29_training_day9.avi,3776,3814,39,125.8665,127.1332,1.2667,30.0,SC29_training_day9_clips.csv,5
9,SC29,5,SNr-DTA,t2,SC29_training_day9_clip009_t2_f3815-3855.mp4,SC29_training_day9.avi,3815,3855,41,127.1665,128.4999,1.3333,30.0,SC29_training_day9_clips.csv,5
1,SC30,6,SNr-DTA,t1,SC30_training_day10_clip001_t1_f127-154.mp4,SC30_training_day10.avi,127,154,28,4.2333,5.1333,0.9,30.0,SC30_training_day10_clips.csv,6
2,SC30,6,SNr-DTA,t2,SC30_training_day10_clip002_t2_f155-225.mp4,SC30_training_day10.avi,155,225,71,5.1667,7.5,2.3333,30.0,SC30_training_day10_clips.csv,6
3,SC30,6,SNr-DTA,t1,SC30_training_day10_clip003_t1_f1112-1135.mp4,SC30_training_day10.avi,1112,1135,24,37.0666,37.8333,0.7667,30.0,SC30_training_day10_clips.csv,6
4,SC30,6,SNr-DTA,t2,SC30_training_day10_clip004_t2_f1136-1196.mp4,SC30_training_day10.avi,1136,1196,61,37.8666,39.8666,2.0,30.0,SC30_training_day10_clips.csv,6
5,SC30,6,SNr-DTA,t1,SC30_training_day10_clip005_t1_f6843-6865.mp4,SC30_training_day10.avi,6843,6865,23,228.0998,228.8331,0.7333,30.0,SC30_training_day10_clips.csv,6
6,SC30,6,SNr-DTA,t2,SC30_training_day10_clip006_t2_f6866-6898.mp4,SC30_training_day10.avi,6866,6898,33,228.8664,229.9331,1.0667,30.0,SC30_training_day10_clips.csv,6
7,SC30,6,SNr-DTA,t1,SC30_training_day10_clip007_t1_f7755-7777.mp4,SC30_training_day10.avi,7755,7777,23,258.4997,259.2331,0.7333,30.0,SC30_training_day10_clips.csv,6
8,SC30,6,SNr-DTA,t2,SC30_training_day10_clip008_t2_f7778-7822.mp4,SC30_training_day10.avi,7778,7822,45,259.2664,260.7331,1.4667,30.0,SC30_training_day10_clips.csv,6
9,SC30,6,SNr-DTA,t1,SC30_training_day10_clip009_t1_f8723-8750.mp4,SC30_training_day10.avi,8723,8750,28,290.7664,291.6664,0.9,30.0,SC30_training_day10_clips.csv,6
10,SC30,6,SNr-DTA,t2,SC30_training_day10_clip010_t2_f8751-8791.mp4,SC30_training_day10.avi,8751,8791,41,291.6997,293.033,1.3333,30.0,SC30_training_day10_clips.csv,6
1,SC30,1,SNr-DTA,t1,SC30_training_day5_clip001_t1_f150-190.mp4,SC30_training_day5.avi,150,190,41,5.0,6.3333,1.3333,30.0,SC30_training_day5_clips.csv,1
2,SC30,1,SNr-DTA,t1,SC30_training_day5_clip002_t1_f1839-1879.mp4,SC30_training_day5.avi,1839,1879,41,61.2999,62.6333,1.3333,30.0,SC30_training_day5_clips.csv,1
3,SC30,1,SNr-DTA,t2,SC30_training_day5_clip003_t2_f1880-1970.mp4,SC30_training_day5.avi,1880,1970,91,62.6666,65.6666,3.0,30.0,SC30_training_day5_clips.csv,1
4,SC30,1,SNr-DTA,t1,SC30_training_day5_clip004_t1_f3229-3309.mp4,SC30_training_day5.avi,3229,3309,81,107.6332,110.2999,2.6667,30.0,SC30_training_day5_clips.csv,1
5,SC30,1,SNr-DTA,t2,SC30_training_day5_clip005_t2_f3310-3520.mp4,SC30_training_day5.avi,3310,3520,211,110.3332,117.3332,7.0,30.0,SC30_training_day5_clips.csv,1
6,SC30,1,SNr-DTA,t1,SC30_training_day5_clip006_t1_f4195-4245.mp4,SC30_training_day5.avi,4195,4245,51,139.8332,141.4999,1.6667,30.0,SC30_training_day5_clips.csv,1
7,SC30,1,SNr-DTA,t2,SC30_training_day5_clip007_t2_f4246-4596.mp4,SC30_training_day5.avi,4246,4596,351,141.5332,153.1998,11.6667,30.0,SC30_training_day5_clips.csv,1
8,SC30,1,SNr-DTA,t1,SC30_training_day5_clip008_t1_f5851-5881.mp4,SC30_training_day5.avi,5851,5881,31,195.0331,196.0331,1.0,30.0,SC30_training_day5_clips.csv,1
9,SC30,1,SNr-DTA,t2,SC30_training_day5_clip009_t2_f5882-6032.mp4,SC30_training_day5.avi,5882,6032,151,196.0665,201.0665,5.0,30.0,SC30_training_day5_clips.csv,1
1,SC30,2,SNr-DTA,t1,SC30_training_day6_clip001_t1_f99-139.mp4,SC30_training_day6.avi,99,139,41,3.3,4.6333,1.3333,30.0,SC30_training_day6_clips.csv,2
2,SC30,2,SNr-DTA,t1,SC30_training_day6_clip002_t1_f1050-1093.mp4,SC30_training_day6.avi,1050,1093,44,35.0,36.4333,1.4333,30.0,SC30_training_day6_clips.csv,2
3,SC30,2,SNr-DTA,t2,SC30_training_day6_clip003_t2_f1094-1244.mp4,SC30_training_day6.avi,1094,1244,151,36.4666,41.4666,5.0,30.0,SC30_training_day6_clips.csv,2
4,SC30,2,SNr-DTA,t1,SC30_training_day6_clip004_t1_f1876-1906.mp4,SC30_training_day6.avi,1876,1906,31,62.5333,63.5333,1.0,30.0,SC30_training_day6_clips.csv,2
5,SC30,2,SNr-DTA,t2,SC30_training_day6_clip005_t2_f1907-1997.mp4,SC30_training_day6.avi,1907,1997,91,63.5666,66.5666,3.0,30.0,SC30_training_day6_clips.csv,2
6,SC30,2,SNr-DTA,t1,SC30_training_day6_clip006_t1_f2887-2912.mp4,SC30_training_day6.avi,2887,2912,26,96.2332,97.0666,0.8333,30.0,SC30_training_day6_clips.csv,2
7,SC30,2,SNr-DTA,t2,SC30_training_day6_clip007_t2_f2913-3003.mp4,SC30_training_day6.avi,2913,3003,91,97.0999,100.0999,3.0,30.0,SC30_training_day6_clips.csv,2
8,SC30,2,SNr-DTA,t1,SC30_training_day6_clip008_t1_f3949-3971.mp4,SC30_training_day6.avi,3949,3971,23,131.6332,132.3665,0.7333,30.0,SC30_training_day6_clips.csv,2
9,SC30,2,SNr-DTA,t2,SC30_training_day6_clip009_t2_f3972-4022.mp4,SC30_training_day6.avi,3972,4022,51,132.3999,134.0665,1.6667,30.0,SC30_training_day6_clips.csv,2
1,SC30,3,SNr-DTA,t1,SC30_training_day7_clip001_t1_f61-108.mp4,SC30_training_day7.avi,61,108,48,2.0333,3.6,1.5667,30.0,SC30_training_day7_clips.csv,3
2,SC30,3,SNr-DTA,t2,SC30_training_day7_clip002_t2_f109-179.mp4,SC30_training_day7.avi,109,179,71,3.6333,5.9667,2.3333,30.0,SC30_training_day7_clips.csv,3
3,SC30,3,SNr-DTA,t1,SC30_training_day7_clip003_t1_f1841-1873.mp4,SC30_training_day7.avi,1841,1873,33,61.3666,62.4333,1.0667,30.0,SC30_training_day7_clips.csv,3
4,SC30,3,SNr-DTA,t2,SC30_training_day7_clip004_t2_f1874-1944.mp4,SC30_training_day7.avi,1874,1944,71,62.4666,64.7999,2.3333,30.0,SC30_training_day7_clips.csv,3
5,SC30,3,SNr-DTA,t1,SC30_training_day7_clip005_t1_f2888-2911.mp4,SC30_training_day7.avi,2888,2911,24,96.2666,97.0332,0.7667,30.0,SC30_training_day7_clips.csv,3
6,SC30,3,SNr-DTA,t2,SC30_training_day7_clip006_t2_f2912-2982.mp4,SC30_training_day7.avi,2912,2982,71,97.0666,99.3999,2.3333,30.0,SC30_training_day7_clips.csv,3
7,SC30,3,SNr-DTA,t1,SC30_training_day7_clip007_t1_f4146-4208.mp4,SC30_training_day7.avi,4146,4208,63,138.1999,140.2665,2.0667,30.0,SC30_training_day7_clips.csv,3
8,SC30,3,SNr-DTA,t2,SC30_training_day7_clip008_t2_f4209-4279.mp4,SC30_training_day7.avi,4209,4279,71,140.2999,142.6332,2.3333,30.0,SC30_training_day7_clips.csv,3
9,SC30,3,SNr-DTA,t1,SC30_training_day7_clip009_t1_f5519-5549.mp4,SC30_training_day7.avi,5519,5549,31,183.9665,184.9665,1.0,30.0,SC30_training_day7_clips.csv,3
10,SC30,3,SNr-DTA,t2,SC30_training_day7_clip010_t2_f5550-5610.mp4,SC30_training_day7.avi,5550,5610,61,184.9998,186.9998,2.0,30.0,SC30_training_day7_clips.csv,3
1,SC30,4,SNr-DTA,t1,SC30_training_day8_clip001_t1_f85-105.mp4,SC30_training_day8.avi,85,105,21,2.8333,3.5,0.6667,30.0,SC30_training_day8_clips.csv,4
2,SC30,4,SNr-DTA,t2,SC30_training_day8_clip002_t2_f106-176.mp4,SC30_training_day8.avi,106,176,71,3.5333,5.8667,2.3333,30.0,SC30_training_day8_clips.csv,4
3,SC30,4,SNr-DTA,t1,SC30_training_day8_clip003_t1_f978-1012.mp4,SC30_training_day8.avi,978,1012,35,32.6,33.7333,1.1333,30.0,SC30_training_day8_clips.csv,4
4,SC30,4,SNr-DTA,t2,SC30_training_day8_clip004_t2_f1013-1083.mp4,SC30_training_day8.avi,1013,1083,71,33.7666,36.1,2.3333,30.0,SC30_training_day8_clips.csv,4
5,SC30,4,SNr-DTA,t1,SC30_training_day8_clip005_t1_f1942-1966.mp4,SC30_training_day8.avi,1942,1966,25,64.7333,65.5333,0.8,30.0,SC30_training_day8_clips.csv,4
6,SC30,4,SNr-DTA,t2,SC30_training_day8_clip006_t2_f1967-2077.mp4,SC30_training_day8.avi,1967,2077,111,65.5666,69.2333,3.6667,30.0,SC30_training_day8_clips.csv,4
7,SC30,4,SNr-DTA,t1,SC30_training_day8_clip007_t1_f2974-3034.mp4,SC30_training_day8.avi,2974,3034,61,99.1332,101.1332,2.0,30.0,SC30_training_day8_clips.csv,4
8,SC30,4,SNr-DTA,t2,SC30_training_day8_clip008_t2_f3035-3095.mp4,SC30_training_day8.avi,3035,3095,61,101.1666,103.1666,2.0,30.0,SC30_training_day8_clips.csv,4
9,SC30,4,SNr-DTA,t1,SC30_training_day8_clip009_t1_f4199-4222.mp4,SC30_training_day8.avi,4199,4222,24,139.9665,140.7332,0.7667,30.0,SC30_training_day8_clips.csv,4
10,SC30,4,SNr-DTA,t2,SC30_training_day8_clip010_t2_f4223-4273.mp4,SC30_training_day8.avi,4223,4273,51,140.7665,142.4332,1.6667,30.0,SC30_training_day8_clips.csv,4
1,SC30,5,SNr-DTA,t1,SC30_training_day9_clip001_t1_f64-85.mp4,SC30_training_day9.avi,64,85,22,2.1333,2.8333,0.7,30.0,SC30_training_day9_clips.csv,5
2,SC30,5,SNr-DTA,t2,SC30_training_day9_clip002_t2_f86-180.mp4,SC30_training_day9.avi,86,180,95,2.8667,6.0,3.1333,30.0,SC30_training_day9_clips.csv,5
3,SC30,5,SNr-DTA,t1,SC30_training_day9_clip003_t1_f2681-2713.mp4,SC30_training_day9.avi,2681,2713,33,89.3666,90.4332,1.0667,30.0,SC30_training_day9_clips.csv,5
4,SC30,5,SNr-DTA,t2,SC30_training_day9_clip004_t2_f2714-2773.mp4,SC30_training_day9.avi,2714,2773,60,90.4666,92.4332,1.9667,30.0,SC30_training_day9_clips.csv,5
5,SC30,5,SNr-DTA,t1,SC30_training_day9_clip005_t1_f3815-3855.mp4,SC30_training_day9.avi,3815,3855,41,127.1665,128.4999,1.3333,30.0,SC30_training_day9_clips.csv,5
6,SC30,5,SNr-DTA,t2,SC30_training_day9_clip006_t2_f3856-3906.mp4,SC30_training_day9.avi,3856,3906,51,128.5332,130.1999,1.6667,30.0,SC30_training_day9_clips.csv,5
7,SC30,5,SNr-DTA,t1,SC30_training_day9_clip007_t1_f5024-5047.mp4,SC30_training_day9.avi,5024,5047,24,167.4665,168.2332,0.7667,30.0,SC30_training_day9_clips.csv,5
8,SC30,5,SNr-DTA,t2,SC30_training_day9_clip008_t2_f5048-5098.mp4,SC30_training_day9.avi,5048,5098,51,168.2665,169.9332,1.6667,30.0,SC30_training_day9_clips.csv,5
9,SC30,5,SNr-DTA,t1,SC30_training_day9_clip009_t1_f6568-6596.mp4,SC30_training_day9.avi,6568,6596,29,218.9331,219.8664,0.9333,30.0,SC30_training_day9_clips.csv,5
10,SC30,5,SNr-DTA,t2,SC30_training_day9_clip010_t2_f6597-6647.mp4,SC30_training_day9.avi,6597,6647,51,219.8998,221.5664,1.6667,30.0,SC30_training_day9_clips.csv,5
1,SC31,6,SNr-DTA,t1,SC31_training_day10_clip001_t1_f72-106.mp4,SC31_training_day10.avi,72,106,35,2.4,3.5333,1.1333,30.0,SC31_training_day10_clips.csv,6
2,SC31,6,SNr-DTA,t2,SC31_training_day10_clip002_t2_f107-157.mp4,SC31_training_day10.avi,107,157,51,3.5667,5.2333,1.6667,30.0,SC31_training_day10_clips.csv,6
3,SC31,6,SNr-DTA,t1,SC31_training_day10_clip003_t1_f1211-1253.mp4,SC31_training_day10.avi,1211,1253,43,40.3666,41.7666,1.4,30.0,SC31_training_day10_clips.csv,6
4,SC31,6,SNr-DTA,t2,SC31_training_day10_clip004_t2_f1254-1304.mp4,SC31_training_day10.avi,1254,1304,51,41.8,43.4666,1.6667,30.0,SC31_training_day10_clips.csv,6
5,SC31,6,SNr-DTA,t1,SC31_training_day10_clip005_t1_f2961-2991.mp4,SC31_training_day10.avi,2961,2991,31,98.6999,99.6999,1.0,30.0,SC31_training_day10_clips.csv,6
6,SC31,6,SNr-DTA,t2,SC31_training_day10_clip006_t2_f2992-3052.mp4,SC31_training_day10.avi,2992,3052,61,99.7332,101.7332,2.0,30.0,SC31_training_day10_clips.csv,6
7,SC31,6,SNr-DTA,t1,SC31_training_day10_clip007_t1_f3945-3979.mp4,SC31_training_day10.avi,3945,3979,35,131.4999,132.6332,1.1333,30.0,SC31_training_day10_clips.csv,6
8,SC31,6,SNr-DTA,t2,SC31_training_day10_clip008_t2_f3980-4038.mp4,SC31_training_day10.avi,3980,4038,59,132.6665,134.5999,1.9333,30.0,SC31_training_day10_clips.csv,6
9,SC31,6,SNr-DTA,t1,SC31_training_day10_clip009_t1_f5216-5246.mp4,SC31_training_day10.avi,5216,5246,31,173.8665,174.8665,1.0,30.0,SC31_training_day10_clips.csv,6
10,SC31,6,SNr-DTA,t2,SC31_training_day10_clip010_t2_f5247-5289.mp4,SC31_training_day10.avi,5247,5289,43,174.8998,176.2998,1.4,30.0,SC31_training_day10_clips.csv,6
1,SC31,1,SNr-DTA,t1,SC31_training_day5_clip001_t1_f90-140.mp4,SC31_training_day5.avi,90,140,51,3.0,4.6667,1.6667,30.0,SC31_training_day5_clips.csv,1
2,SC31,1,SNr-DTA,t1,SC31_training_day5_clip002_t1_f1394-1434.mp4,SC31_training_day5.avi,1394,1434,41,46.4666,47.8,1.3333,30.0,SC31_training_day5_clips.csv,1
3,SC31,1,SNr-DTA,t1,SC31_training_day5_clip003_t1_f5898-5938.mp4,SC31_training_day5.avi,5898,5938,41,196.5998,197.9331,1.3333,30.0,SC31_training_day5_clips.csv,1
4,SC31,1,SNr-DTA,t2,SC31_training_day5_clip004_t2_f5939-6119.mp4,SC31_training_day5.avi,5939,6119,181,197.9665,203.9665,6.0,30.0,SC31_training_day5_clips.csv,1
5,SC31,1,SNr-DTA,t1,SC31_training_day5_clip005_t1_f10218-10258.mp4,SC31_training_day5.avi,10218,10258,41,340.5997,341.933,1.3333,30.0,SC31_training_day5_clips.csv,1
6,SC31,1,SNr-DTA,t2,SC31_training_day5_clip006_t2_f10259-10509.mp4,SC31_training_day5.avi,10259,10509,251,341.9663,350.2996,8.3333,30.0,SC31_training_day5_clips.csv,1
7,SC31,1,SNr-DTA,t1,SC31_training_day5_clip007_t1_f13596-13647.mp4,SC31_training_day5.avi,13596,13647,52,453.1995,454.8995,1.7,30.0,SC31_training_day5_clips.csv,1
8,SC31,1,SNr-DTA,t2,SC31_training_day5_clip008_t2_f13648-13998.mp4,SC31_training_day5.avi,13648,13998,351,454.9329,466.5995,11.6667,30.0,SC31_training_day5_clips.csv,1
1,SC31,2,SNr-DTA,t1,SC31_training_day6_clip001_t1_f76-286.mp4,SC31_training_day6.avi,76,286,211,2.5333,9.5333,7.0,30.0,SC31_training_day6_clips.csv,2
2,SC31,2,SNr-DTA,t1,SC31_training_day6_clip002_t1_f2337-2407.mp4,SC31_training_day6.avi,2337,2407,71,77.8999,80.2333,2.3333,30.0,SC31_training_day6_clips.csv,2
3,SC31,2,SNr-DTA,t2,SC31_training_day6_clip003_t2_f2408-2618.mp4,SC31_training_day6.avi,2408,2618,211,80.2666,87.2666,7.0,30.0,SC31_training_day6_clips.csv,2
4,SC31,2,SNr-DTA,t1,SC31_training_day6_clip004_t1_f3575-3645.mp4,SC31_training_day6.avi,3575,3645,71,119.1665,121.4999,2.3333,30.0,SC31_training_day6_clips.csv,2
5,SC31,2,SNr-DTA,t2,SC31_training_day6_clip005_t2_f3646-3886.mp4,SC31_training_day6.avi,3646,3886,241,121.5332,129.5332,8.0,30.0,SC31_training_day6_clips.csv,2
6,SC31,2,SNr-DTA,t1,SC31_training_day6_clip006_t1_f4463-4563.mp4,SC31_training_day6.avi,4463,4563,101,148.7665,152.0998,3.3333,30.0,SC31_training_day6_clips.csv,2
1,SC31,3,SNr-DTA,t1,SC31_training_day7_clip001_t1_f71-261.mp4,SC31_training_day7.avi,71,261,191,2.3667,8.7,6.3333,30.0,SC31_training_day7_clips.csv,3
2,SC31,3,SNr-DTA,t2,SC31_training_day7_clip002_t2_f262-522.mp4,SC31_training_day7.avi,262,522,261,8.7333,17.4,8.6667,30.0,SC31_training_day7_clips.csv,3
3,SC31,3,SNr-DTA,t1,SC31_training_day7_clip003_t1_f3476-3546.mp4,SC31_training_day7.avi,3476,3546,71,115.8666,118.1999,2.3333,30.0,SC31_training_day7_clips.csv,3
4,SC31,3,SNr-DTA,t2,SC31_training_day7_clip004_t2_f3547-3747.mp4,SC31_training_day7.avi,3547,3747,201,118.2332,124.8999,6.6667,30.0,SC31_training_day7_clips.csv,3
5,SC31,3,SNr-DTA,t1,SC31_training_day7_clip005_t1_f4228-4278.mp4,SC31_training_day7.avi,4228,4278,51,140.9332,142.5999,1.6667,30.0,SC31_training_day7_clips.csv,3
6,SC31,3,SNr-DTA,t2,SC31_training_day7_clip006_t2_f4279-4399.mp4,SC31_training_day7.avi,4279,4399,121,142.6332,146.6332,4.0,30.0,SC31_training_day7_clips.csv,3
7,SC31,3,SNr-DTA,t1,SC31_training_day7_clip007_t1_f5714-5754.mp4,SC31_training_day7.avi,5714,5754,41,190.4665,191.7998,1.3333,30.0,SC31_training_day7_clips.csv,3
8,SC31,3,SNr-DTA,t2,SC31_training_day7_clip008_t2_f5755-5825.mp4,SC31_training_day7.avi,5755,5825,71,191.8331,194.1665,2.3333,30.0,SC31_training_day7_clips.csv,3
9,SC31,3,SNr-DTA,t1,SC31_training_day7_clip009_t1_f7795-7875.mp4,SC31_training_day7.avi,7795,7875,81,259.8331,262.4997,2.6667,30.0,SC31_training_day7_clips.csv,3
10,SC31,3,SNr-DTA,t2,SC31_training_day7_clip010_t2_f7876-7996.mp4,SC31_training_day7.avi,7876,7996,121,262.5331,266.5331,4.0,30.0,SC31_training_day7_clips.csv,3
1,SC31,4,SNr-DTA,t1,SC31_training_day8_clip001_t1_f82-122.mp4,SC31_training_day8.avi,82,122,41,2.7333,4.0667,1.3333,30.0,SC31_training_day8_clips.csv,4
2,SC31,4,SNr-DTA,t2,SC31_training_day8_clip002_t2_f124-191.mp4,SC31_training_day8.avi,124,191,68,4.1333,6.3667,2.2333,30.0,SC31_training_day8_clips.csv,4
3,SC31,4,SNr-DTA,t1,SC31_training_day8_clip003_t1_f1488-1528.mp4,SC31_training_day8.avi,1488,1528,41,49.6,50.9333,1.3333,30.0,SC31_training_day8_clips.csv,4
4,SC31,4,SNr-DTA,t2,SC31_training_day8_clip004_t2_f1529-1619.mp4,SC31_training_day8.avi,1529,1619,91,50.9666,53.9666,3.0,30.0,SC31_training_day8_clips.csv,4
5,SC31,4,SNr-DTA,t1,SC31_training_day8_clip005_t1_f2883-2923.mp4,SC31_training_day8.avi,2883,2923,41,96.0999,97.4332,1.3333,30.0,SC31_training_day8_clips.csv,4
6,SC31,4,SNr-DTA,t2,SC31_training_day8_clip006_t2_f2924-3004.mp4,SC31_training_day8.avi,2924,3004,81,97.4666,100.1332,2.6667,30.0,SC31_training_day8_clips.csv,4
7,SC31,4,SNr-DTA,t1,SC31_training_day8_clip007_t1_f3413-3453.mp4,SC31_training_day8.avi,3413,3453,41,113.7666,115.0999,1.3333,30.0,SC31_training_day8_clips.csv,4
8,SC31,4,SNr-DTA,t2,SC31_training_day8_clip008_t2_f3454-3514.mp4,SC31_training_day8.avi,3454,3514,61,115.1332,117.1332,2.0,30.0,SC31_training_day8_clips.csv,4
9,SC31,4,SNr-DTA,t1,SC31_training_day8_clip009_t1_f4322-4355.mp4,SC31_training_day8.avi,4322,4355,34,144.0665,145.1665,1.1,30.0,SC31_training_day8_clips.csv,4
10,SC31,4,SNr-DTA,t2,SC31_training_day8_clip010_t2_f4356-4446.mp4,SC31_training_day8.avi,4356,4446,91,145.1999,148.1999,3.0,30.0,SC31_training_day8_clips.csv,4
1,SC31,5,SNr-DTA,t1,SC31_training_day9_clip001_t1_f57-97.mp4,SC31_training_day9.avi,57,97,41,1.9,3.2333,1.3333,30.0,SC31_training_day9_clips.csv,5
2,SC31,5,SNr-DTA,t2,SC31_training_day9_clip002_t2_f98-188.mp4,SC31_training_day9.avi,98,188,91,3.2667,6.2667,3.0,30.0,SC31_training_day9_clips.csv,5
3,SC31,5,SNr-DTA,t1,SC31_training_day9_clip003_t1_f1931-1985.mp4,SC31_training_day9.avi,1931,1985,55,64.3666,66.1666,1.8,30.0,SC31_training_day9_clips.csv,5
4,SC31,5,SNr-DTA,t2,SC31_training_day9_clip004_t2_f1986-2046.mp4,SC31_training_day9.avi,1986,2046,61,66.1999,68.1999,2.0,30.0,SC31_training_day9_clips.csv,5
5,SC31,5,SNr-DTA,t1,SC31_training_day9_clip005_t1_f3239-3289.mp4,SC31_training_day9.avi,3239,3289,51,107.9666,109.6332,1.6667,30.0,SC31_training_day9_clips.csv,5
6,SC31,5,SNr-DTA,t2,SC31_training_day9_clip006_t2_f3290-3360.mp4,SC31_training_day9.avi,3290,3360,71,109.6666,111.9999,2.3333,30.0,SC31_training_day9_clips.csv,5
7,SC31,5,SNr-DTA,t1,SC31_training_day9_clip007_t1_f3823-3855.mp4,SC31_training_day9.avi,3823,3855,33,127.4332,128.4999,1.0667,30.0,SC31_training_day9_clips.csv,5
8,SC31,5,SNr-DTA,t2,SC31_training_day9_clip008_t2_f3856-3906.mp4,SC31_training_day9.avi,3856,3906,51,128.5332,130.1999,1.6667,30.0,SC31_training_day9_clips.csv,5
1,SC32,6,SNr-DTA,t1,SC32_training_day10_clip001_t1_f67-99.mp4,SC32_training_day10.avi,67,99,33,2.2333,3.3,1.0667,30.0,SC32_training_day10_clips.csv,6
2,SC32,6,SNr-DTA,t2,SC32_training_day10_clip002_t2_f100-200.mp4,SC32_training_day10.avi,100,200,101,3.3333,6.6667,3.3333,30.0,SC32_training_day10_clips.csv,6
3,SC32,6,SNr-DTA,t1,SC32_training_day10_clip003_t1_f905-936.mp4,SC32_training_day10.avi,905,936,32,30.1666,31.2,1.0333,30.0,SC32_training_day10_clips.csv,6
4,SC32,6,SNr-DTA,t2,SC32_training_day10_clip004_t2_f937-1067.mp4,SC32_training_day10.avi,937,1067,131,31.2333,35.5666,4.3333,30.0,SC32_training_day10_clips.csv,6
