clip_index,ID,Day,Group,time_point,clip_filename,source_video,start_frame,stop_frame,n_frames,start_time_s,stop_time_s,duration_s,fps,source_csv,x_split
8,SC10,4,SNr-DTA,t2,SC10_training_day8_fixed_clip008_t2_f5025-5115.mp4,SC10_training_day8_fixed.avi,5025,5115,91.0,167.4998,170.4998,3.0,30.0,SC10_training_day8_fixed_clips.csv,4
9,SC10,4,SNr-DTA,t1,SC10_training_day8_fixed_clip009_t1_f5915-5955.mp4,SC10_training_day8_fixed.avi,5915,5955,41.0,197.1665,198.4998,1.3333,30.0,SC10_training_day8_fixed_clips.csv,4
10,SC10,4,SNr-DTA,t2,SC10_training_day8_fixed_clip010_t2_f5956-6046.mp4,SC10_training_day8_fixed.avi,5956,6046,91.0,198.5331,201.5331,3.0,30.0,SC10_training_day8_fixed_clips.csv,4
1,SC10,5,SNr-DTA,t1,SC010_training_day9_clip001_t1_f86-186.mp4,SC010_training_day9.avi,86,186,101.0,2.8667,6.2,3.3333,30.0,SC10_training_day9_clips.csv,5
2,SC10,5,SNr-DTA,t2,SC010_training_day9_clip002_t2_f187-327.mp4,SC010_training_day9.avi,187,327,141.0,6.2333,10.9,4.6667,30.0,SC10_training_day9_clips.csv,5
3,SC10,5,SNr-DTA,t1,SC010_training_day9_clip003_t1_f2251-2289.mp4,SC010_training_day9.avi,2251,2289,39.0,75.0333,76.2999,1.2667,30.0,SC10_training_day9_clips.csv,5
4,SC10,5,SNr-DTA,t2,SC010_training_day9_clip004_t2_f2290-2390.mp4,SC010_training_day9.avi,2290,2390,101.0,76.3333,79.6666,3.3333,30.0,SC10_training_day9_clips.csv,5
5,SC10,5,SNr-DTA,t1,SC010_training_day9_clip005_t1_f3324-3364.mp4,SC010_training_day9.avi,3324,3364,41.0,110.7999,112.1332,1.3333,30.0,SC10_training_day9_clips.csv,5
6,SC10,5,SNr-DTA,t2,SC010_training_day9_clip006_t2_f3365-3445.mp4,SC010_training_day9.avi,3365,3445,81.0,112.1666,114.8332,2.6667,30.0,SC10_training_day9_clips.csv,5
7,SC10,5,SNr-DTA,t1,SC010_training_day9_clip007_t1_f4537-4574.mp4,SC010_training_day9.avi,4537,4574,38.0,151.2332,152.4665,1.2333,30.0,SC10_training_day9_clips.csv,5
8,SC10,5,SNr-DTA,t2,SC010_training_day9_clip008_t2_f4575-4671.mp4,SC010_training_day9.avi,4575,4671,97.0,152.4998,155.6998,3.2,30.0,SC10_training_day9_clips.csv,5
9,SC10,5,SNr-DTA,t1,SC010_training_day9_clip009_t1_f5832-5872.mp4,SC010_training_day9.avi,5832,5872,41.0,194.3998,195.7331,1.3333,30.0,SC10_training_day9_clips.csv,5
10,SC10,5,SNr-DTA,t2,SC010_training_day9_clip010_t2_f5873-5953.mp4,SC010_training_day9.avi,5873,5953,81.0,195.7665,198.4331,2.6667,30.0,SC10_training_day9_clips.csv,5
1,SC11,6,SNr-DTA,t1,SC11_training_day10_clip001_t1_f89-179.mp4,SC11_training_day10.avi,89,179,91.0,2.9667,5.9667,3.0,30.0,SC11_training_day10_clips.csv,6
2,SC11,6,SNr-DTA,t2,SC11_training_day10_clip002_t2_f180-240.mp4,SC11_training_day10.avi,180,240,61.0,6.0,8.0,2.0,30.0,SC11_training_day10_clips.csv,6
3,SC11,6,SNr-DTA,t1,SC11_training_day10_clip003_t1_f6445-6477.mp4,SC11_training_day10.avi,6445,6477,33.0,214.8331,215.8998,1.0667,30.0,SC11_training_day10_clips.csv,6
4,SC11,6,SNr-DTA,t2,SC11_training_day10_clip004_t2_f6478-6546.mp4,SC11_training_day10.avi,6478,6546,69.0,215.9331,218.1998,2.2667,30.0,SC11_training_day10_clips.csv,6
5,SC11,6,SNr-DTA,t1,SC11_training_day10_clip005_t1_f8134-8186.mp4,SC11_training_day10.avi,8134,8186,53.0,271.1331,272.8664,1.7333,30.0,SC11_training_day10_clips.csv,6
6,SC11,6,SNr-DTA,t2,SC11_training_day10_clip006_t2_f8187-8257.mp4,SC11_training_day10.avi,8187,8257,71.0,272.8997,275.2331,2.3333,30.0,SC11_training_day10_clips.csv,6
7,SC11,6,SNr-DTA,t1,SC11_training_day10_clip007_t1_f9219-9254.mp4,SC11_training_day10.avi,9219,9254,36.0,307.2997,308.4664,1.1667,30.0,SC11_training_day10_clips.csv,6
8,SC11,6,SNr-DTA,t2,SC11_training_day10_clip008_t2_f9255-9325.mp4,SC11_training_day10.avi,9255,9325,71.0,308.4997,310.833,2.3333,30.0,SC11_training_day10_clips.csv,6
9,SC11,6,SNr-DTA,t1,SC11_training_day10_clip009_t1_f10617-10679.mp4,SC11_training_day10.avi,10617,10679,63.0,353.8996,355.9663,2.0667,30.0,SC11_training_day10_clips.csv,6
10,SC11,6,SNr-DTA,t2,SC11_training_day10_clip010_t2_f10680-10750.mp4,SC11_training_day10.avi,10680,10750,71.0,355.9996,358.333,2.3333,30.0,SC11_training_day10_clips.csv,6
1,SC11,1,SNr-DTA,t1,SC11_training_day5_fixed_clip001_t1_f152-202.mp4,SC11_training_day5_fixed.avi,152,202,51.0,5.0667,6.7333,1.6667,30.0,SC11_training_day5_fixed_clips.csv,1
2,SC11,1,SNr-DTA,t2,SC11_training_day5_fixed_clip002_t2_f203-853.mp4,SC11_training_day5_fixed.avi,203,853,651.0,6.7667,28.4333,21.6666,30.0,SC11_training_day5_fixed_clips.csv,1
3,SC11,1,SNr-DTA,t1,SC11_training_day5_fixed_clip003_t1_f2133-2183.mp4,SC11_training_day5_fixed.avi,2133,2183,51.0,71.0999,72.7666,1.6667,30.0,SC11_training_day5_fixed_clips.csv,1
4,SC11,1,SNr-DTA,t2,SC11_training_day5_fixed_clip004_t2_f2185-2285.mp4,SC11_training_day5_fixed.avi,2185,2285,101.0,72.8333,76.1666,3.3333,30.0,SC11_training_day5_fixed_clips.csv,1
5,SC11,1,SNr-DTA,t1,SC11_training_day5_fixed_clip005_t1_f3839-3899.mp4,SC11_training_day5_fixed.avi,3839,3899,61.0,127.9665,129.9665,2.0,30.0,SC11_training_day5_fixed_clips.csv,1
6,SC11,1,SNr-DTA,t2,SC11_training_day5_fixed_clip006_t2_f3900-4010.mp4,SC11_training_day5_fixed.avi,3900,4010,111.0,129.9999,133.6665,3.6667,30.0,SC11_training_day5_fixed_clips.csv,1
7,SC11,1,SNr-DTA,t1,SC11_training_day5_fixed_clip007_t1_f5436-5466.mp4,SC11_training_day5_fixed.avi,5436,5466,31.0,181.1998,182.1998,1.0,30.0,SC11_training_day5_fixed_clips.csv,1
8,SC11,1,SNr-DTA,t2,SC11_training_day5_fixed_clip008_t2_f5467-5527.mp4,SC11_training_day5_fixed.avi,5467,5527,61.0,182.2332,184.2331,2.0,30.0,SC11_training_day5_fixed_clips.csv,1
9,SC11,1,SNr-DTA,t1,SC11_training_day5_fixed_clip009_t1_f7201-7241.mp4,SC11_training_day5_fixed.avi,7201,7241,41.0,240.0331,241.3664,1.3333,30.0,SC11_training_day5_fixed_clips.csv,1
10,SC11,1,SNr-DTA,t2,SC11_training_day5_fixed_clip010_t2_f7242-7342.mp4,SC11_training_day5_fixed.avi,7242,7342,101.0,241.3998,244.7331,3.3333,30.0,SC11_training_day5_fixed_clips.csv,1
1,SC11,2,SNr-DTA,t1,SC11_training_day6_fixed_clip001_t1_f117-207.mp4,SC11_training_day6_fixed.avi,117,207,91.0,3.9,6.9,3.0,30.0,SC11_training_day6_fixed_clips.csv,2
2,SC11,2,SNr-DTA,t1,SC11_training_day6_fixed_clip002_t1_f998-1048.mp4,SC11_training_day6_fixed.avi,998,1048,51.0,33.2666,34.9333,1.6667,30.0,SC11_training_day6_fixed_clips.csv,2
3,SC11,2,SNr-DTA,t2,SC11_training_day6_fixed_clip003_t2_f1049-1129.mp4,SC11_training_day6_fixed.avi,1049,1129,81.0,34.9666,37.6333,2.6667,30.0,SC11_training_day6_fixed_clips.csv,2
4,SC11,2,SNr-DTA,t1,SC11_training_day6_fixed_clip004_t1_f3453-3493.mp4,SC11_training_day6_fixed.avi,3453,3493,41.0,115.0999,116.4332,1.3333,30.0,SC11_training_day6_fixed_clips.csv,2
5,SC11,2,SNr-DTA,t2,SC11_training_day6_fixed_clip005_t2_f3495-3565.mp4,SC11_training_day6_fixed.avi,3495,3565,71.0,116.4999,118.8332,2.3333,30.0,SC11_training_day6_fixed_clips.csv,2
6,SC11,2,SNr-DTA,t1,SC11_training_day6_fixed_clip006_t1_f4843-4918.mp4,SC11_training_day6_fixed.avi,4843,4918,76.0,161.4332,163.9332,2.5,30.0,SC11_training_day6_fixed_clips.csv,2
7,SC11,2,SNr-DTA,t2,SC11_training_day6_fixed_clip007_t2_f4919-5039.mp4,SC11_training_day6_fixed.avi,4919,5039,121.0,163.9665,167.9665,4.0,30.0,SC11_training_day6_fixed_clips.csv,2
8,SC11,2,SNr-DTA,t1,SC11_training_day6_fixed_clip008_t1_f6523-6613.mp4,SC11_training_day6_fixed.avi,6523,6613,91.0,217.4331,220.4331,3.0,30.0,SC11_training_day6_fixed_clips.csv,2
9,SC11,2,SNr-DTA,t2,SC11_training_day6_fixed_clip009_t2_f6614-6794.mp4,SC11_training_day6_fixed.avi,6614,6794,181.0,220.4664,226.4664,6.0,30.0,SC11_training_day6_fixed_clips.csv,2
1,SC11,3,SNr-DTA,t1,SC11_training_day7_fixed_clip001_t1_f137-297.mp4,SC11_training_day7_fixed.avi,137,297,161.0,4.5667,9.9,5.3333,30.0,SC11_training_day7_fixed_clips.csv,3
2,SC11,3,SNr-DTA,t2,SC11_training_day7_fixed_clip002_t2_f298-458.mp4,SC11_training_day7_fixed.avi,298,458,161.0,9.9333,15.2667,5.3333,30.0,SC11_training_day7_fixed_clips.csv,3
3,SC11,3,SNr-DTA,t1,SC11_training_day7_fixed_clip003_t1_f2465-2555.mp4,SC11_training_day7_fixed.avi,2465,2555,91.0,82.1666,85.1666,3.0,30.0,SC11_training_day7_fixed_clips.csv,3
4,SC11,3,SNr-DTA,t2,SC11_training_day7_fixed_clip004_t2_f2556-2656.mp4,SC11_training_day7_fixed.avi,2556,2656,101.0,85.1999,88.5332,3.3333,30.0,SC11_training_day7_fixed_clips.csv,3
5,SC11,3,SNr-DTA,t1,SC11_training_day7_fixed_clip005_t1_f3333-3413.mp4,SC11_training_day7_fixed.avi,3333,3413,81.0,111.0999,113.7666,2.6667,30.0,SC11_training_day7_fixed_clips.csv,3
6,SC11,3,SNr-DTA,t2,SC11_training_day7_fixed_clip006_t2_f3414-3514.mp4,SC11_training_day7_fixed.avi,3414,3514,101.0,113.7999,117.1332,3.3333,30.0,SC11_training_day7_fixed_clips.csv,3
7,SC11,3,SNr-DTA,t1,SC11_training_day7_fixed_clip007_t1_f4843-4903.mp4,SC11_training_day7_fixed.avi,4843,4903,61.0,161.4332,163.4332,2.0,30.0,SC11_training_day7_fixed_clips.csv,3
8,SC11,3,SNr-DTA,t2,SC11_training_day7_fixed_clip008_t2_f4906-4966.mp4,SC11_training_day7_fixed.avi,4906,4966,61.0,163.5332,165.5332,2.0,30.0,SC11_training_day7_fixed_clips.csv,3
9,SC11,3,SNr-DTA,t1,SC11_training_day7_fixed_clip009_t1_f6807-6877.mp4,SC11_training_day7_fixed.avi,6807,6877,71.0,226.8998,229.2331,2.3333,30.0,SC11_training_day7_fixed_clips.csv,3
10,SC11,3,SNr-DTA,t2,SC11_training_day7_fixed_clip010_t2_f6878-6968.mp4,SC11_training_day7_fixed.avi,6878,6968,91.0,229.2664,232.2664,3.0,30.0,SC11_training_day7_fixed_clips.csv,3
1,SC11,4,SNr-DTA,t1,SC11_training_day8_fixed_clip001_t1_f110-210.mp4,SC11_training_day8_fixed.avi,110,210,101.0,3.6667,7.0,3.3333,30.0,SC11_training_day8_fixed_clips.csv,4
2,SC11,4,SNr-DTA,t2,SC11_training_day8_fixed_clip002_t2_f211-381.mp4,SC11_training_day8_fixed.avi,211,381,171.0,7.0333,12.7,5.6667,30.0,SC11_training_day8_fixed_clips.csv,4
3,SC11,4,SNr-DTA,t1,SC11_training_day8_fixed_clip003_t1_f3006-3056.mp4,SC11_training_day8_fixed.avi,3006,3056,51.0,100.1999,101.8666,1.6667,30.0,SC11_training_day8_fixed_clips.csv,4
4,SC11,4,SNr-DTA,t2,SC11_training_day8_fixed_clip004_t2_f3057-3177.mp4,SC11_training_day8_fixed.avi,3057,3177,121.0,101.8999,105.8999,4.0,30.0,SC11_training_day8_fixed_clips.csv,4
5,SC11,4,SNr-DTA,t1,SC11_training_day8_fixed_clip005_t1_f4524-4564.mp4,SC11_training_day8_fixed.avi,4524,4564,41.0,150.7998,152.1332,1.3333,30.0,SC11_training_day8_fixed_clips.csv,4
6,SC11,4,SNr-DTA,t2,SC11_training_day8_fixed_clip006_t2_f4565-4665.mp4,SC11_training_day8_fixed.avi,4565,4665,101.0,152.1665,155.4998,3.3333,30.0,SC11_training_day8_fixed_clips.csv,4
7,SC11,4,SNr-DTA,t1,SC11_training_day8_fixed_clip007_t1_f6058-6103.mp4,SC11_training_day8_fixed.avi,6058,6103,46.0,201.9331,203.4331,1.5,30.0,SC11_training_day8_fixed_clips.csv,4
8,SC11,4,SNr-DTA,t2,SC11_training_day8_fixed_clip008_t2_f6104-6194.mp4,SC11_training_day8_fixed.avi,6104,6194,91.0,203.4665,206.4665,3.0,30.0,SC11_training_day8_fixed_clips.csv,4
9,SC11,4,SNr-DTA,t1,SC11_training_day8_fixed_clip009_t1_f7339-7375.mp4,SC11_training_day8_fixed.avi,7339,7375,37.0,244.6331,245.8331,1.2,30.0,SC11_training_day8_fixed_clips.csv,4
10,SC11,4,SNr-DTA,t2,SC11_training_day8_fixed_clip010_t2_f7376-7476.mp4,SC11_training_day8_fixed.avi,7376,7476,101.0,245.8664,249.1998,3.3333,30.0,SC11_training_day8_fixed_clips.csv,4
1,SC11,5,SNr-DTA,t1,SC11_training_day9_clip001_t1_f66-166.mp4,SC11_training_day9.avi,66,166,101.0,2.2,5.5333,3.3333,30.0,SC11_training_day9_clips.csv,5
2,SC11,5,SNr-DTA,t2,SC11_training_day9_clip002_t2_f167-267.mp4,SC11_training_day9.avi,167,267,101.0,5.5667,8.9,3.3333,30.0,SC11_training_day9_clips.csv,5
3,SC11,5,SNr-DTA,t1,SC11_training_day9_clip003_t1_f2188-2228.mp4,SC11_training_day9.avi,2188,2228,41.0,72.9333,74.2666,1.3333,30.0,SC11_training_day9_clips.csv,5
4,SC11,5,SNr-DTA,t2,SC11_training_day9_clip004_t2_f2229-2289.mp4,SC11_training_day9.avi,2229,2289,61.0,74.2999,76.2999,2.0,30.0,SC11_training_day9_clips.csv,5
5,SC11,5,SNr-DTA,t1,SC11_training_day9_clip005_t1_f4593-4643.mp4,SC11_training_day9.avi,4593,4643,51.0,153.0998,154.7665,1.6667,30.0,SC11_training_day9_clips.csv,5
6,SC11,5,SNr-DTA,t2,SC11_training_day9_clip006_t2_f4644-4688.mp4,SC11_training_day9.avi,4644,4688,45.0,154.7998,156.2665,1.4667,30.0,SC11_training_day9_clips.csv,5
7,SC11,5,SNr-DTA,t1,SC11_training_day9_clip007_t1_f5770-5800.mp4,SC11_training_day9.avi,5770,5800,31.0,192.3331,193.3331,1.0,30.0,SC11_training_day9_clips.csv,5
8,SC11,5,SNr-DTA,t2,SC11_training_day9_clip008_t2_f5801-5891.mp4,SC11_training_day9.avi,5801,5891,91.0,193.3665,196.3665,3.0,30.0,SC11_training_day9_clips.csv,5
9,SC11,5,SNr-DTA,t1,SC11_training_day9_clip009_t1_f7405-7457.mp4,SC11_training_day9.avi,7405,7457,53.0,246.8331,248.5664,1.7333,30.0,SC11_training_day9_clips.csv,5
10,SC11,5,SNr-DTA,t2,SC11_training_day9_clip010_t2_f7458-7518.mp4,SC11_training_day9.avi,7458,7518,61.0,248.5998,250.5997,2.0,30.0,SC11_training_day9_clips.csv,5
1,SC12,6,SNr-DTA,t1,SC12_training_day10_clip001_t1_f67-97.mp4,SC12_training_day10.avi,67,97,31.0,2.2333,3.2333,1.0,30.0,SC12_training_day10_clips.csv,6
2,SC12,6,SNr-DTA,t2,SC12_training_day10_clip002_t2_f98-128.mp4,SC12_training_day10.avi,98,128,31.0,3.2667,4.2667,1.0,30.0,SC12_training_day10_clips.csv,6
3,SC12,6,SNr-DTA,t1,SC12_training_day10_clip003_t1_f1302-1332.mp4,SC12_training_day10.avi,1302,1332,31.0,43.4,44.4,1.0,30.0,SC12_training_day10_clips.csv,6
4,SC12,6,SNr-DTA,t2,SC12_training_day10_clip004_t2_f1333-1373.mp4,SC12_training_day10.avi,1333,1373,41.0,44.4333,45.7666,1.3333,30.0,SC12_training_day10_clips.csv,6
5,SC12,6,SNr-DTA,t1,SC12_training_day10_clip005_t1_f2553-2580.mp4,SC12_training_day10.avi,2553,2580,28.0,85.0999,85.9999,0.9,30.0,SC12_training_day10_clips.csv,6
6,SC12,6,SNr-DTA,t2,SC12_training_day10_clip006_t2_f2581-2628.mp4,SC12_training_day10.avi,2581,2628,48.0,86.0332,87.5999,1.5667,30.0,SC12_training_day10_clips.csv,6
7,SC12,6,SNr-DTA,t1,SC12_training_day10_clip007_t1_f3677-3705.mp4,SC12_training_day10.avi,3677,3705,29.0,122.5665,123.4999,0.9333,30.0,SC12_training_day10_clips.csv,6
8,SC12,6,SNr-DTA,t2,SC12_training_day10_clip008_t2_f3706-3736.mp4,SC12_training_day10.avi,3706,3736,31.0,123.5332,124.5332,1.0,30.0,SC12_training_day10_clips.csv,6
9,SC12,6,SNr-DTA,t1,SC12_training_day10_clip009_t1_f4994-5020.mp4,SC12_training_day10.avi,4994,5020,27.0,166.4665,167.3332,0.8667,30.0,SC12_training_day10_clips.csv,6
10,SC12,6,SNr-DTA,t2,SC12_training_day10_clip010_t2_f5021-5051.mp4,SC12_training_day10.avi,5021,5051,31.0,167.3665,168.3665,1.0,30.0,SC12_training_day10_clips.csv,6
1,SC12,1,SNr-DTA,t1,SC12_training_day5_clip001_t1_f100-142.mp4,SC12_training_day5.avi,100,142,43.0,3.3333,4.7333,1.4,30.0,SC12_training_day5_clips.csv,1
2,SC12,1,SNr-DTA,t2,SC12_training_day5_clip002_t2_f143-313.mp4,SC12_training_day5.avi,143,313,171.0,4.7667,10.4333,5.6667,30.0,SC12_training_day5_clips.csv,1
3,SC12,1,SNr-DTA,t1,SC12_training_day5_clip003_t1_f1753-1785.mp4,SC12_training_day5.avi,1753,1785,33.0,58.4333,59.4999,1.0667,30.0,SC12_training_day5_clips.csv,1
4,SC12,1,SNr-DTA,t2,SC12_training_day5_clip004_t2_f1786-1886.mp4,SC12_training_day5.avi,1786,1886,101.0,59.5333,62.8666,3.3333,30.0,SC12_training_day5_clips.csv,1
5,SC12,1,SNr-DTA,t1,SC12_training_day5_clip005_t1_f3549-3584.mp4,SC12_training_day5.avi,3549,3584,36.0,118.2999,119.4665,1.1667,30.0,SC12_training_day5_clips.csv,1
6,SC12,1,SNr-DTA,t2,SC12_training_day5_clip006_t2_f3588-3738.mp4,SC12_training_day5.avi,3588,3738,151.0,119.5999,124.5999,5.0,30.0,SC12_training_day5_clips.csv,1
7,SC12,1,SNr-DTA,t1,SC12_training_day5_clip007_t1_f5014-5052.mp4,SC12_training_day5.avi,5014,5052,39.0,167.1332,168.3998,1.2667,30.0,SC12_training_day5_clips.csv,1
8,SC12,1,SNr-DTA,t2,SC12_training_day5_clip008_t2_f5053-5103.mp4,SC12_training_day5.avi,5053,5103,51.0,168.4332,170.0998,1.6667,30.0,SC12_training_day5_clips.csv,1
9,SC12,1,SNr-DTA,t1,SC12_training_day5_clip009_t1_f6245-6287.mp4,SC12_training_day5.avi,6245,6287,43.0,208.1665,209.5665,1.4,30.0,SC12_training_day5_clips.csv,1
10,SC12,1,SNr-DTA,t2,SC12_training_day5_clip010_t2_f6288-6348.mp4,SC12_training_day5.avi,6288,6348,61.0,209.5998,211.5998,2.0,30.0,SC12_training_day5_clips.csv,1
1,SC12,2,SNr-DTA,t1,SC12_training_day6_clip001_t1_f104-140.mp4,SC12_training_day6.avi,104,140,37.0,3.4667,4.6667,1.2,30.0,SC12_training_day6_clips.csv,2
2,SC12,2,SNr-DTA,t2,SC12_training_day6_clip002_t2_f141-231.mp4,SC12_training_day6.avi,141,231,91.0,4.7,7.7,3.0,30.0,SC12_training_day6_clips.csv,2
3,SC12,2,SNr-DTA,t1,SC12_training_day6_clip003_t1_f1251-1291.mp4,SC12_training_day6.avi,1251,1291,41.0,41.7,43.0333,1.3333,30.0,SC12_training_day6_clips.csv,2
4,SC12,2,SNr-DTA,t2,SC12_training_day6_clip004_t2_f1292-1382.mp4,SC12_training_day6.avi,1292,1382,91.0,43.0666,46.0666,3.0,30.0,SC12_training_day6_clips.csv,2
5,SC12,2,SNr-DTA,t1,SC12_training_day6_clip005_t1_f2651-2691.mp4,SC12_training_day6.avi,2651,2691,41.0,88.3666,89.6999,1.3333,30.0,SC12_training_day6_clips.csv,2
6,SC12,2,SNr-DTA,t2,SC12_training_day6_clip006_t2_f2692-2772.mp4,SC12_training_day6.avi,2692,2772,81.0,89.7332,92.3999,2.6667,30.0,SC12_training_day6_clips.csv,2
7,SC12,2,SNr-DTA,t1,SC12_training_day6_clip007_t1_f3705-3735.mp4,SC12_training_day6.avi,3705,3735,31.0,123.4999,124.4999,1.0,30.0,SC12_training_day6_clips.csv,2
8,SC12,2,SNr-DTA,t2,SC12_training_day6_clip008_t2_f3736-3796.mp4,SC12_training_day6.avi,3736,3796,61.0,124.5332,126.5332,2.0,30.0,SC12_training_day6_clips.csv,2
9,SC12,2,SNr-DTA,t1,SC12_training_day6_clip009_t1_f5104-5136.mp4,SC12_training_day6.avi,5104,5136,33.0,170.1332,171.1998,1.0667,30.0,SC12_training_day6_clips.csv,2
10,SC12,2,SNr-DTA,t2,SC12_training_day6_clip010_t2_f5137-5207.mp4,SC12_training_day6.avi,5137,5207,71.0,171.2332,173.5665,2.3333,30.0,SC12_training_day6_clips.csv,2
1,SC12,3,SNr-DTA,t1,SC12_training_day7_clip001_t1_f82-122.mp4,SC12_training_day7.avi,82,122,41.0,2.7333,4.0667,1.3333,30.0,SC12_training_day7_clips.csv,3
2,SC12,3,SNr-DTA,t2,SC12_training_day7_clip002_t2_f123-173.mp4,SC12_training_day7.avi,123,173,51.0,4.1,5.7667,1.6667,30.0,SC12_training_day7_clips.csv,3
3,SC12,3,SNr-DTA,t1,SC12_training_day7_clip003_t1_f1875-1905.mp4,SC12_training_day7.avi,1875,1905,31.0,62.4999,63.4999,1.0,30.0,SC12_training_day7_clips.csv,3
4,SC12,3,SNr-DTA,t2,SC12_training_day7_clip004_t2_f1906-1956.mp4,SC12_training_day7.avi,1906,1956,51.0,63.5333,65.1999,1.6667,30.0,SC12_training_day7_clips.csv,3
5,SC12,3,SNr-DTA,t1,SC12_training_day7_clip005_t1_f3472-3512.mp4,SC12_training_day7.avi,3472,3512,41.0,115.7332,117.0665,1.3333,30.0,SC12_training_day7_clips.csv,3
6,SC12,3,SNr-DTA,t2,SC12_training_day7_clip006_t2_f3513-3543.mp4,SC12_training_day7.avi,3513,3543,31.0,117.0999,118.0999,1.0,30.0,SC12_training_day7_clips.csv,3
7,SC12,3,SNr-DTA,t1,SC12_training_day7_clip007_t1_f4320-4353.mp4,SC12_training_day7.avi,4320,4353,34.0,143.9999,145.0999,1.1,30.0,SC12_training_day7_clips.csv,3
8,SC12,3,SNr-DTA,t2,SC12_training_day7_clip008_t2_f4354-4394.mp4,SC12_training_day7.avi,4354,4394,41.0,145.1332,146.4665,1.3333,30.0,SC12_training_day7_clips.csv,3
9,SC12,3,SNr-DTA,t1,SC12_training_day7_clip009_t1_f5120-5163.mp4,SC12_training_day7.avi,5120,5163,44.0,170.6665,172.0998,1.4333,30.0,SC12_training_day7_clips.csv,3
10,SC12,3,SNr-DTA,t2,SC12_training_day7_clip010_t2_f5164-5224.mp4,SC12_training_day7.avi,5164,5224,61.0,172.1332,174.1332,2.0,30.0,SC12_training_day7_clips.csv,3
1,SC12,4,SNr-DTA,t1,SC12_training_day8_clip001_t1_f71-124.mp4,SC12_training_day8.avi,71,124,54.0,2.3667,4.1333,1.7667,30.0,SC12_training_day8_clips.csv,4
2,SC12,4,SNr-DTA,t2,SC12_training_day8_clip002_t2_f125-175.mp4,SC12_training_day8.avi,125,175,51.0,4.1667,5.8333,1.6667,30.0,SC12_training_day8_clips.csv,4
3,SC12,4,SNr-DTA,t1,SC12_training_day8_clip003_t1_f1649-1697.mp4,SC12_training_day8.avi,1649,1697,49.0,54.9666,56.5666,1.6,30.0,SC12_training_day8_clips.csv,4
4,SC12,4,SNr-DTA,t2,SC12_training_day8_clip004_t2_f1698-1748.mp4,SC12_training_day8.avi,1698,1748,51.0,56.5999,58.2666,1.6667,30.0,SC12_training_day8_clips.csv,4
5,SC12,4,SNr-DTA,t1,SC12_training_day8_clip005_t1_f2634-2684.mp4,SC12_training_day8.avi,2634,2684,51.0,87.7999,89.4666,1.6667,30.0,SC12_training_day8_clips.csv,4
6,SC12,4,SNr-DTA,t2,SC12_training_day8_clip006_t2_f2685-2725.mp4,SC12_training_day8.avi,2685,2725,41.0,89.4999,90.8332,1.3333,30.0,SC12_training_day8_clips.csv,4
7,SC12,4,SNr-DTA,t1,SC12_training_day8_clip007_t1_f3563-3623.mp4,SC12_training_day8.avi,3563,3623,61.0,118.7665,120.7665,2.0,30.0,SC12_training_day8_clips.csv,4
8,SC12,4,SNr-DTA,t2,SC12_training_day8_clip008_t2_f3624-3664.mp4,SC12_training_day8.avi,3624,3664,41.0,120.7999,122.1332,1.3333,30.0,SC12_training_day8_clips.csv,4
9,SC12,4,SNr-DTA,t1,SC12_training_day8_clip009_t1_f4896-4928.mp4,SC12_training_day8.avi,4896,4928,33.0,163.1998,164.2665,1.0667,30.0,SC12_training_day8_clips.csv,4
10,SC12,4,SNr-DTA,t2,SC12_training_day8_clip010_t2_f4929-4968.mp4,SC12_training_day8.avi,4929,4968,40.0,164.2998,165.5998,1.3,30.0,SC12_training_day8_clips.csv,4
1,SC12,5,SNr-DTA,t1,SC12_training_day9_clip001_t1_f60-100.mp4,SC12_training_day9.avi,60,100,41.0,2.0,3.3333,1.3333,30.0,SC12_training_day9_clips.csv,5
2,SC12,5,SNr-DTA,t2,SC12_training_day9_clip002_t2_f101-151.mp4,SC12_training_day9.avi,101,151,51.0,3.3667,5.0333,1.6667,30.0,SC12_training_day9_clips.csv,5
3,SC12,5,SNr-DTA,t1,SC12_training_day9_clip003_t1_f1313-1333.mp4,SC12_training_day9.avi,1313,1333,21.0,43.7666,44.4333,0.6667,30.0,SC12_training_day9_clips.csv,5
4,SC12,5,SNr-DTA,t2,SC12_training_day9_clip004_t2_f1334-1374.mp4,SC12_training_day9.avi,1334,1374,41.0,44.4666,45.8,1.3333,30.0,SC12_training_day9_clips.csv,5
5,SC12,5,SNr-DTA,t1,SC12_training_day9_clip005_t1_f2168-2200.mp4,SC12_training_day9.avi,2168,2200,33.0,72.2666,73.3333,1.0667,30.0,SC12_training_day9_clips.csv,5
6,SC12,5,SNr-DTA,t2,SC12_training_day9_clip006_t2_f2201-2241.mp4,SC12_training_day9.avi,2201,2241,41.0,73.3666,74.6999,1.3333,30.0,SC12_training_day9_clips.csv,5
7,SC12,5,SNr-DTA,t1,SC12_training_day9_clip007_t1_f3096-3128.mp4,SC12_training_day9.avi,3096,3128,33.0,103.1999,104.2666,1.0667,30.0,SC12_training_day9_clips.csv,5
8,SC12,5,SNr-DTA,t2,SC12_training_day9_clip008_t2_f3129-3169.mp4,SC12_training_day9.avi,3129,3169,41.0,104.2999,105.6332,1.3333,30.0,SC12_training_day9_clips.csv,5
